componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,461,253,BRC0339N,Nome não encontrado
Energia,kcal,110,60,BRC0339N,Nome não encontrado
Umidade,g,"76,4","42,0",BRC0339N,Nome não encontrado
Carboidrato total,g,"7,86","4,32",BRC0339N,Nome não encontrado
Carboidrato disponível,g,"6,01","3,30",BRC0339N,Nome não encontrado
Proteína,g,"10,7","5,86",BRC0339N,Nome não encontrado
Lipídios,g,"4,41","2,42",BRC0339N,Nome não encontrado
Fibra alimentar,g,"1,85","1,02",BRC0339N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0339N,Nome não encontrado
Cinzas,g,"0,64","0,35",BRC0339N,Nome não encontrado
Colesterol,mg,"17,5","9,63",BRC0339N,Nome não encontrado
Ácidos graxos saturados,g,"1,24","0,68",BRC0339N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,40","1,32",BRC0339N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,46","0,25",BRC0339N,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,03",BRC0339N,Nome não encontrado
Cálcio,mg,"10,8","5,93",BRC0339N,Nome não encontrado
Ferro,mg,"1,09","0,60",BRC0339N,Nome não encontrado
Sódio,mg,"19,9","11,0",BRC0339N,Nome não encontrado
Magnésio,mg,"14,6","8,04",BRC0339N,Nome não encontrado
Fósforo,mg,"81,1","44,6",BRC0339N,Nome não encontrado
Potássio,mg,205,113,BRC0339N,Nome não encontrado
Manganês,mg,"0,13","0,07",BRC0339N,Nome não encontrado
Zinco,mg,"2,18","1,20",BRC0339N,Nome não encontrado
Cobre,mg,"0,10","0,05",BRC0339N,Nome não encontrado
Selênio,mcg,"0,30","0,16",BRC0339N,Nome não encontrado
Vitamina A (RE),mcg,"79,4","43,7",BRC0339N,Nome não encontrado
Vitamina A (RAE),mcg,"40,2","22,1",BRC0339N,Nome não encontrado
Vitamina D,mcg,"0,09","0,05",BRC0339N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,42","0,78",BRC0339N,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0339N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0339N,Nome não encontrado
Niacina,mg,"1,06","0,58",BRC0339N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0339N,Nome não encontrado
Vitamina B12,mcg,"0,41","0,22",BRC0339N,Nome não encontrado
Vitamina C,mg,"4,43","2,44",BRC0339N,Nome não encontrado
Equivalente de folato,mcg,"19,2","10,5",BRC0339N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0339N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0339N,Nome não encontrado
Gordura de adição,g,-,-,BRC0339N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0339N,Nome não encontrado
Proteína animal,g,-,-,BRC0339N,Nome não encontrado
