componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,369,331,BRC0456B,Nome não encontrado
Energia,kcal,90,80,BRC0456B,Nome não encontrado
Umidade,g,"82,3","74,0",BRC0456B,Nome não encontrado
Carboidrato total,g,"10,2","9,21",BRC0456B,Nome não encontrado
Carboidrato disponível,g,"8,69","7,82",BRC0456B,Nome não encontrado
Proteína,g,"1,41","1,27",BRC0456B,Nome não encontrado
Lipídios,g,"5,18","4,67",BRC0456B,Nome não encontrado
Fibra alimentar,g,"1,54","1,38",BRC0456B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0456B,Nome não encontrado
Cinzas,g,"0,91","0,82",BRC0456B,Nome não encontrado
Colesterol,mg,"7,08","6,37",BRC0456B,Nome não encontrado
Ácidos graxos saturados,g,"0,70","0,63",BRC0456B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,08","0,97",BRC0456B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,61","2,35",BRC0456B,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,03",BRC0456B,Nome não encontrado
Cálcio,mg,"12,8","11,5",BRC0456B,Nome não encontrado
Ferro,mg,"0,38","0,34",BRC0456B,Nome não encontrado
Sódio,mg,154,139,BRC0456B,Nome não encontrado
Magnésio,mg,"7,06","6,35",BRC0456B,Nome não encontrado
Fósforo,mg,"26,0","23,4",BRC0456B,Nome não encontrado
Potássio,mg,207,186,BRC0456B,Nome não encontrado
Manganês,mg,"0,13","0,12",BRC0456B,Nome não encontrado
Zinco,mg,"0,26","0,23",BRC0456B,Nome não encontrado
Cobre,mg,"0,06","0,05",BRC0456B,Nome não encontrado
Selênio,mcg,"0,28","0,25",BRC0456B,Nome não encontrado
Vitamina A (RE),mcg,117,105,BRC0456B,Nome não encontrado
Vitamina A (RAE),mcg,"59,6","53,7",BRC0456B,Nome não encontrado
Vitamina D,mcg,"0,01","0,01",BRC0456B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,41","0,37",BRC0456B,Nome não encontrado
Tiamina,mg,"0,05","0,05",BRC0456B,Nome não encontrado
Riboflavina,mg,"0,02","0,02",BRC0456B,Nome não encontrado
Niacina,mg,"0,22","0,20",BRC0456B,Nome não encontrado
Vitamina B6,mg,"0,08","0,07",BRC0456B,Nome não encontrado
Vitamina B12,mcg,"0,01","0,01",BRC0456B,Nome não encontrado
Vitamina C,mg,"5,70","5,13",BRC0456B,Nome não encontrado
Equivalente de folato,mcg,"13,3","12,0",BRC0456B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0456B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0456B,Nome não encontrado
Gordura de adição,g,-,-,BRC0456B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0456B,Nome não encontrado
Proteína animal,g,-,-,BRC0456B,Nome não encontrado
