componente,unidade,Valor por 100g,Colher sopa rasa (14 g),codigo_alimento,nome_alimento
Energia,kJ,1389,194,BRC0005N,Nome não encontrado
Energia,kcal,327,45,BRC0005N,Nome não encontrado
Umidade,g,"8,82","1,23",BRC0005N,Nome não encontrado
Carboidrato total,g,"18,2","2,55",BRC0005N,Nome não encontrado
Carboidrato disponível,g,"18,1","2,54",BRC0005N,Nome não encontrado
Proteína,g,"63,5","8,89",BRC0005N,Nome não encontrado
Lipídios,g,"0,00","0,00",BRC0005N,Nome não encontrado
Fibra alimentar,g,"0,09","0,01",BRC0005N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0005N,Nome não encontrado
Cinzas,g,"9,45","1,32",BRC0005N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0005N,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0005N,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,BRC0005N,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,BRC0005N,Nome não encontrado
Ácidos graxos trans,g,,,BRC0005N,Nome não encontrado
Cálcio,mg,"1,96","0,27",BRC0005N,Nome não encontrado
Ferro,mg,"0,02","0,00",BRC0005N,Nome não encontrado
Sódio,mg,154,"21,6",BRC0005N,Nome não encontrado
Magnésio,mg,"0,98","0,14",BRC0005N,Nome não encontrado
Fósforo,mg,1263,176,BRC0005N,Nome não encontrado
Potássio,mg,"13,7","1,92",BRC0005N,Nome não encontrado
Manganês,mg,,,BRC0005N,Nome não encontrado
Zinco,mg,"0,07","0,01",BRC0005N,Nome não encontrado
Cobre,mg,,,BRC0005N,Nome não encontrado
Selênio,mcg,,,BRC0005N,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0005N,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0005N,Nome não encontrado
Vitamina D,mcg,,,BRC0005N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0005N,Nome não encontrado
Tiamina,mg,"0,01","0,00",BRC0005N,Nome não encontrado
Riboflavina,mg,"0,11","0,01",BRC0005N,Nome não encontrado
Niacina,mg,"0,39","0,05",BRC0005N,Nome não encontrado
Vitamina B6,mg,"0,05","0,01",BRC0005N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0005N,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0005N,Nome não encontrado
Equivalente de folato,mcg,"13,7","1,92",BRC0005N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0005N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0005N,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0005N,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0005N,Nome não encontrado
Proteína animal,g,"63,5","8,89",BRC0005N,Nome não encontrado
