componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,136,122,BRC0424B,Nome não encontrado
Energia,kcal,33,29,BRC0424B,Nome não encontrado
Umidade,g,"92,1","82,9",BRC0424B,Nome não encontrado
Carboidrato total,g,"5,07","4,56",BRC0424B,Nome não encontrado
Carboidrato disponível,g,"3,29","2,96",BRC0424B,Nome não encontrado
Proteína,g,"1,16","1,05",BRC0424B,Nome não encontrado
Lipídios,g,"1,25","1,12",BRC0424B,Nome não encontrado
Fibra alimentar,g,"1,77","1,60",BRC0424B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0424B,Nome não encontrado
Cinzas,g,"0,41","0,37",BRC0424B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0424B,Nome não encontrado
Ácidos graxos saturados,g,"0,20","0,18",BRC0424B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,86","0,77",BRC0424B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,15","0,14",BRC0424B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0424B,Nome não encontrado
Cálcio,mg,"23,7","21,3",BRC0424B,Nome não encontrado
Ferro,mg,"0,26","0,23",BRC0424B,Nome não encontrado
Sódio,mg,"2,38","2,14",BRC0424B,Nome não encontrado
Magnésio,mg,"10,0","9,01",BRC0424B,Nome não encontrado
Fósforo,mg,"18,0","16,2",BRC0424B,Nome não encontrado
Potássio,mg,172,155,BRC0424B,Nome não encontrado
Manganês,mg,"0,11","0,10",BRC0424B,Nome não encontrado
Zinco,mg,"0,22","0,20",BRC0424B,Nome não encontrado
Cobre,mg,"0,05","0,05",BRC0424B,Nome não encontrado
Selênio,mcg,"0,07","0,07",BRC0424B,Nome não encontrado
Vitamina A (RE),mcg,"74,0","66,6",BRC0424B,Nome não encontrado
Vitamina A (RAE),mcg,"39,2","35,3",BRC0424B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0424B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,46","0,41",BRC0424B,Nome não encontrado
Tiamina,mg,"0,03","0,03",BRC0424B,Nome não encontrado
Riboflavina,mg,"0,03","0,03",BRC0424B,Nome não encontrado
Niacina,mg,"0,01","0,01",BRC0424B,Nome não encontrado
Vitamina B6,mg,"0,04","0,04",BRC0424B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0424B,Nome não encontrado
Vitamina C,mg,"12,9","11,6",BRC0424B,Nome não encontrado
Equivalente de folato,mcg,"20,9","18,8",BRC0424B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0424B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0424B,Nome não encontrado
Gordura de adição,g,-,-,BRC0424B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0424B,Nome não encontrado
Proteína animal,g,-,-,BRC0424B,Nome não encontrado
