componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,115,103,BRC0993B,Nome não encontrado
Energia,kcal,28,24,BRC0993B,Nome não encontrado
Umidade,g,"92,5","83,2",BRC0993B,Nome não encontrado
Carboidrato total,g,"4,20","3,78",BRC0993B,Nome não encontrado
Carboidrato disponível,g,"1,85","1,66",BRC0993B,Nome não encontrado
Proteína,g,"1,44","1,30",BRC0993B,Nome não encontrado
Lipídios,g,"1,10","0,99",BRC0993B,Nome não encontrado
Fibra alimentar,g,"2,35","2,11",BRC0993B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0993B,Nome não encontrado
Cinzas,g,"0,74","0,67",BRC0993B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0993B,Nome não encontrado
Ácidos graxos saturados,g,"0,18","0,16",BRC0993B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,61","0,55",BRC0993B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,20","0,18",BRC0993B,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,03",BRC0993B,Nome não encontrado
Cálcio,mg,"28,8","25,9",BRC0993B,Nome não encontrado
Ferro,mg,"0,32","0,29",BRC0993B,Nome não encontrado
Sódio,mg,130,117,BRC0993B,Nome não encontrado
Magnésio,mg,"10,0","9,03",BRC0993B,Nome não encontrado
Fósforo,mg,"25,4","22,8",BRC0993B,Nome não encontrado
Potássio,mg,168,151,BRC0993B,Nome não encontrado
Manganês,mg,"0,11","0,10",BRC0993B,Nome não encontrado
Zinco,mg,"0,25","0,23",BRC0993B,Nome não encontrado
Cobre,mg,"0,03","0,03",BRC0993B,Nome não encontrado
Selênio,mcg,"0,31","0,27",BRC0993B,Nome não encontrado
Vitamina A (RE),mcg,320,288,BRC0993B,Nome não encontrado
Vitamina A (RAE),mcg,160,144,BRC0993B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0993B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,08","0,97",BRC0993B,Nome não encontrado
Tiamina,mg,"0,04","0,04",BRC0993B,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0993B,Nome não encontrado
Niacina,mg,"0,53","0,48",BRC0993B,Nome não encontrado
Vitamina B6,mg,"0,02","0,02",BRC0993B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0993B,Nome não encontrado
Vitamina C,mg,"21,6","19,4",BRC0993B,Nome não encontrado
Equivalente de folato,mcg,"39,0","35,1",BRC0993B,Nome não encontrado
Sal de adição,g,"0,32","0,29",BRC0993B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0993B,Nome não encontrado
Gordura de adição,g,-,-,BRC0993B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0993B,Nome não encontrado
Proteína animal,g,-,-,BRC0993B,Nome não encontrado
