componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,700,350,BRC0246T,Nome não encontrado
Energia,kcal,166,82,BRC0246T,Nome não encontrado
Umidade,g,"55,4","27,7",BRC0246T,Nome não encontrado
Carboidrato total,g,"25,6","12,8",BRC0246T,Nome não encontrado
Carboidrato disponível,g,"20,0","10,0",BRC0246T,Nome não encontrado
Proteína,g,"15,3","7,67",BRC0246T,Nome não encontrado
Lipídios,g,"1,48","0,74",BRC0246T,Nome não encontrado
Fibra alimentar,g,"5,56","2,78",BRC0246T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0246T,Nome não encontrado
Cinzas,g,"2,17","1,09",BRC0246T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0246T,Nome não encontrado
Ácidos graxos saturados,g,"0,30","0,15",BRC0246T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,52","0,26",BRC0246T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,83","0,42",BRC0246T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0246T,Nome não encontrado
Cálcio,mg,"43,6","21,8",BRC0246T,Nome não encontrado
Ferro,mg,"3,38","1,69",BRC0246T,Nome não encontrado
Sódio,mg,165,"82,5",BRC0246T,Nome não encontrado
Magnésio,mg,"29,9","15,0",BRC0246T,Nome não encontrado
Fósforo,mg,178,"89,3",BRC0246T,Nome não encontrado
Potássio,mg,126,"63,2",BRC0246T,Nome não encontrado
Manganês,mg,"0,30","0,15",BRC0246T,Nome não encontrado
Zinco,mg,"1,33","0,67",BRC0246T,Nome não encontrado
Cobre,mg,"0,10","0,05",BRC0246T,Nome não encontrado
Selênio,mcg,"0,06","0,03",BRC0246T,Nome não encontrado
Vitamina A (RE),mcg,"17,8","8,92",BRC0246T,Nome não encontrado
Vitamina A (RAE),mcg,"10,9","5,46",BRC0246T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0246T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,10","0,05",BRC0246T,Nome não encontrado
Tiamina,mg,"0,17","0,09",BRC0246T,Nome não encontrado
Riboflavina,mg,"0,03","0,01",BRC0246T,Nome não encontrado
Niacina,mg,"0,87","0,43",BRC0246T,Nome não encontrado
Vitamina B6,mg,"0,05","0,03",BRC0246T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0246T,Nome não encontrado
Vitamina C,mg,"0,79","0,40",BRC0246T,Nome não encontrado
Equivalente de folato,mcg,"67,6","33,8",BRC0246T,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0246T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0246T,Nome não encontrado
Gordura de adição,g,-,-,BRC0246T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0246T,Nome não encontrado
Proteína animal,g,-,-,BRC0246T,Nome não encontrado
