componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,247,BRC1144B,Nome não encontrado
Energia,kcal,59,BRC1144B,Nome não encontrado
Umidade,g,"84,6",BRC1144B,Nome não encontrado
Carboidrato total,g,"10,4",BRC1144B,Nome não encontrado
Carboidrato disponível,g,"6,71",BRC1144B,Nome não encontrado
Proteína,g,"2,63",BRC1144B,Nome não encontrado
Lipídios,g,"1,61",BRC1144B,Nome não encontrado
Fibra alimentar,g,"3,64",BRC1144B,Nome não encontrado
Álcool,g,"0,00",BRC1144B,Nome não encontrado
Cinzas,g,"0,85",BRC1144B,Nome não encontrado
Colesterol,mg,"0,00",BRC1144B,Nome não encontrado
Ácidos graxos saturados,g,"0,22",BRC1144B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,31",BRC1144B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,79",BRC1144B,Nome não encontrado
Ácidos graxos trans,g,"0,01",BRC1144B,Nome não encontrado
Cálcio,mg,"4,06",BRC1144B,Nome não encontrado
Ferro,mg,"1,20",BRC1144B,Nome não encontrado
Sódio,mg,"77,0",BRC1144B,Nome não encontrado
Magnésio,mg,"15,8",BRC1144B,Nome não encontrado
Fósforo,mg,"95,8",BRC1144B,Nome não encontrado
Potássio,mg,325,BRC1144B,Nome não encontrado
Manganês,mg,"0,15",BRC1144B,Nome não encontrado
Zinco,mg,"1,15",BRC1144B,Nome não encontrado
Cobre,mg,"0,54",BRC1144B,Nome não encontrado
Selênio,mcg,"12,1",BRC1144B,Nome não encontrado
Vitamina A (RE),mcg,,BRC1144B,Nome não encontrado
Vitamina A (RAE),mcg,,BRC1144B,Nome não encontrado
Vitamina D,mcg,"0,29",BRC1144B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,16",BRC1144B,Nome não encontrado
Tiamina,mg,"0,28",BRC1144B,Nome não encontrado
Riboflavina,mg,"0,36",BRC1144B,Nome não encontrado
Niacina,mg,"18,1",BRC1144B,Nome não encontrado
Vitamina B6,mg,"1,30",BRC1144B,Nome não encontrado
Vitamina B12,mcg,,BRC1144B,Nome não encontrado
Vitamina C,mg,"1,81",BRC1144B,Nome não encontrado
Equivalente de folato,mcg,"13,0",BRC1144B,Nome não encontrado
Sal de adição,g,"0,00",BRC1144B,Nome não encontrado
Açúcar de adição,g,"0,00",BRC1144B,Nome não encontrado
Gordura de adição,g,-,BRC1144B,Nome não encontrado
Proteína vegetal,g,-,BRC1144B,Nome não encontrado
Proteína animal,g,-,BRC1144B,Nome não encontrado
