componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,903,903,BRC0993F,Nome não encontrado
Energia,kcal,216,215,BRC0993F,Nome não encontrado
Umidade,g,"54,9","54,9",BRC0993F,Nome não encontrado
Carboidrato total,g,"0,43","0,43",BRC0993F,Nome não encontrado
Carboidrato disponível,g,"0,34","0,34",BRC0993F,Nome não encontrado
Proteína,g,"27,7","27,7",BRC0993F,Nome não encontrado
Lipídios,g,"15,1","15,1",BRC0993F,Nome não encontrado
Fibra alimentar,g,"0,10","0,10",BRC0993F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0993F,Nome não encontrado
Cinzas,g,"1,88","1,88",BRC0993F,Nome não encontrado
Colesterol,mg,137,137,BRC0993F,Nome não encontrado
Ácidos graxos saturados,g,"3,72","3,72",BRC0993F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,85","4,85",BRC0993F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,17","5,17",BRC0993F,Nome não encontrado
Ácidos graxos trans,g,"0,19","0,19",BRC0993F,Nome não encontrado
Cálcio,mg,"12,9","12,9",BRC0993F,Nome não encontrado
Ferro,mg,"1,14","1,14",BRC0993F,Nome não encontrado
Sódio,mg,280,280,BRC0993F,Nome não encontrado
Magnésio,mg,"16,9","16,9",BRC0993F,Nome não encontrado
Fósforo,mg,267,267,BRC0993F,Nome não encontrado
Potássio,mg,366,366,BRC0993F,Nome não encontrado
Manganês,mg,"0,04","0,04",BRC0993F,Nome não encontrado
Zinco,mg,"2,08","2,08",BRC0993F,Nome não encontrado
Cobre,mg,"0,09","0,09",BRC0993F,Nome não encontrado
Selênio,mcg,"9,87","9,87",BRC0993F,Nome não encontrado
Vitamina A (RE),mcg,"10,1","10,1",BRC0993F,Nome não encontrado
Vitamina A (RAE),mcg,"10,2","10,2",BRC0993F,Nome não encontrado
Vitamina D,mcg,"0,28","0,28",BRC0993F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,32","0,32",BRC0993F,Nome não encontrado
Tiamina,mg,"0,10","0,10",BRC0993F,Nome não encontrado
Riboflavina,mg,"0,05","0,05",BRC0993F,Nome não encontrado
Niacina,mg,"9,65","9,65",BRC0993F,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0993F,Nome não encontrado
Vitamina B12,mcg,"0,53","0,53",BRC0993F,Nome não encontrado
Vitamina C,mg,"0,21","0,21",BRC0993F,Nome não encontrado
Equivalente de folato,mcg,"6,42","6,42",BRC0993F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0993F,Nome não encontrado
Açúcar de adição,g,"0,45","0,45",BRC0993F,Nome não encontrado
Gordura de adição,g,-,-,BRC0993F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0993F,Nome não encontrado
Proteína animal,g,-,-,BRC0993F,Nome não encontrado
