componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,527,290,BRC0438N,Nome não encontrado
Energia,kcal,126,69,BRC0438N,Nome não encontrado
Umidade,g,"75,5","41,5",BRC0438N,Nome não encontrado
Carboidrato total,g,"5,79","3,19",BRC0438N,Nome não encontrado
Carboidrato disponível,g,"4,86","2,67",BRC0438N,Nome não encontrado
Proteína,g,"11,8","6,49",BRC0438N,Nome não encontrado
Lipídios,g,"6,40","3,52",BRC0438N,Nome não encontrado
Fibra alimentar,g,"0,93","0,51",BRC0438N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0438N,Nome não encontrado
Cinzas,g,"0,51","0,28",BRC0438N,Nome não encontrado
Colesterol,mg,"41,5","22,8",BRC0438N,Nome não encontrado
Ácidos graxos saturados,g,"2,48","1,36",BRC0438N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,92","1,05",BRC0438N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,39","0,77",BRC0438N,Nome não encontrado
Ácidos graxos trans,g,"0,15","0,08",BRC0438N,Nome não encontrado
Cálcio,mg,"16,7","9,21",BRC0438N,Nome não encontrado
Ferro,mg,"1,10","0,61",BRC0438N,Nome não encontrado
Sódio,mg,"22,9","12,6",BRC0438N,Nome não encontrado
Magnésio,mg,"9,68","5,32",BRC0438N,Nome não encontrado
Fósforo,mg,"79,4","43,7",BRC0438N,Nome não encontrado
Potássio,mg,156,"86,2",BRC0438N,Nome não encontrado
Manganês,mg,"0,06","0,03",BRC0438N,Nome não encontrado
Zinco,mg,"3,20","1,76",BRC0438N,Nome não encontrado
Cobre,mg,"0,07","0,04",BRC0438N,Nome não encontrado
Selênio,mcg,"0,35","0,19",BRC0438N,Nome não encontrado
Vitamina A (RE),mcg,"90,5","49,8",BRC0438N,Nome não encontrado
Vitamina A (RAE),mcg,"45,5","25,0",BRC0438N,Nome não encontrado
Vitamina D,mcg,"1,06","0,58",BRC0438N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,47","0,26",BRC0438N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0438N,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0438N,Nome não encontrado
Niacina,mg,"0,84","0,46",BRC0438N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0438N,Nome não encontrado
Vitamina B12,mcg,"1,03","0,57",BRC0438N,Nome não encontrado
Vitamina C,mg,"9,69","5,33",BRC0438N,Nome não encontrado
Equivalente de folato,mcg,"29,8","16,4",BRC0438N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0438N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0438N,Nome não encontrado
Gordura de adição,g,-,-,BRC0438N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0438N,Nome não encontrado
Proteína animal,g,-,-,BRC0438N,Nome não encontrado
