componente,unidade,Valor por 100g,Porção Média (70 g),codigo_alimento,nome_alimento
Energia,kJ,583,407,BRC0675B,Nome não encontrado
Energia,kcal,141,98,BRC0675B,Nome não encontrado
Umidade,g,"76,2","53,3",BRC0675B,Nome não encontrado
Carboidrato total,g,"9,85","6,89",BRC0675B,Nome não encontrado
Carboidrato disponível,g,"6,86","4,80",BRC0675B,Nome não encontrado
Proteína,g,"1,72","1,21",BRC0675B,Nome não encontrado
Lipídios,g,"11,2","7,81",BRC0675B,Nome não encontrado
Fibra alimentar,g,"2,99","2,09",BRC0675B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0675B,Nome não encontrado
Cinzas,g,"1,08","0,76",BRC0675B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0675B,Nome não encontrado
Ácidos graxos saturados,g,"1,76","1,23",BRC0675B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,61","1,82",BRC0675B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"6,63","4,64",BRC0675B,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,04",BRC0675B,Nome não encontrado
Cálcio,mg,"12,8","8,99",BRC0675B,Nome não encontrado
Ferro,mg,"0,29","0,20",BRC0675B,Nome não encontrado
Sódio,mg,132,"92,7",BRC0675B,Nome não encontrado
Magnésio,mg,"19,2","13,5",BRC0675B,Nome não encontrado
Fósforo,mg,"17,2","12,0",BRC0675B,Nome não encontrado
Potássio,mg,332,232,BRC0675B,Nome não encontrado
Manganês,mg,"1,09","0,76",BRC0675B,Nome não encontrado
Zinco,mg,"0,46","0,32",BRC0675B,Nome não encontrado
Cobre,mg,"0,10","0,07",BRC0675B,Nome não encontrado
Selênio,mcg,"0,18","0,12",BRC0675B,Nome não encontrado
Vitamina A (RE),mcg,"1,56","1,09",BRC0675B,Nome não encontrado
Vitamina A (RAE),mcg,"0,78","0,55",BRC0675B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0675B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,93","0,65",BRC0675B,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0675B,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0675B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0675B,Nome não encontrado
Vitamina B6,mg,"0,04","0,03",BRC0675B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0675B,Nome não encontrado
Vitamina C,mg,"2,76","1,93",BRC0675B,Nome não encontrado
Equivalente de folato,mcg,108,"76,2",BRC0675B,Nome não encontrado
Sal de adição,g,"0,32","0,22",BRC0675B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0675B,Nome não encontrado
Gordura de adição,g,-,-,BRC0675B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0675B,Nome não encontrado
Proteína animal,g,-,-,BRC0675B,Nome não encontrado
