componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,297,74,BRC0107B,Nome não encontrado
Energia,kcal,72,17,BRC0107B,Nome não encontrado
Umidade,g,"86,6","21,6",BRC0107B,Nome não encontrado
Carboidrato total,g,"4,24","1,06",BRC0107B,Nome não encontrado
Carboidrato disponível,g,"1,72","0,43",BRC0107B,Nome não encontrado
Proteína,g,"2,72","0,68",BRC0107B,Nome não encontrado
Lipídios,g,"5,44","1,36",BRC0107B,Nome não encontrado
Fibra alimentar,g,"2,52","0,63",BRC0107B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0107B,Nome não encontrado
Cinzas,g,"1,04","0,26",BRC0107B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0107B,Nome não encontrado
Ácidos graxos saturados,g,"0,90","0,23",BRC0107B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,30","0,33",BRC0107B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,90","0,73",BRC0107B,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,01",BRC0107B,Nome não encontrado
Cálcio,mg,112,"28,1",BRC0107B,Nome não encontrado
Ferro,mg,"0,65","0,16",BRC0107B,Nome não encontrado
Sódio,mg,"47,0","11,8",BRC0107B,Nome não encontrado
Magnésio,mg,122,"30,7",BRC0107B,Nome não encontrado
Fósforo,mg,"33,5","8,38",BRC0107B,Nome não encontrado
Potássio,mg,149,"37,3",BRC0107B,Nome não encontrado
Manganês,mg,"0,61","0,15",BRC0107B,Nome não encontrado
Zinco,mg,"0,59","0,15",BRC0107B,Nome não encontrado
Cobre,mg,"0,04","0,01",BRC0107B,Nome não encontrado
Selênio,mcg,,,BRC0107B,Nome não encontrado
Vitamina A (RE),mcg,624,156,BRC0107B,Nome não encontrado
Vitamina A (RAE),mcg,312,"78,0",BRC0107B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0107B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0107B,Nome não encontrado
Tiamina,mg,"0,08","0,02",BRC0107B,Nome não encontrado
Riboflavina,mg,"0,13","0,03",BRC0107B,Nome não encontrado
Niacina,mg,traços,traços,BRC0107B,Nome não encontrado
Vitamina B6,mg,"0,13","0,03",BRC0107B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0107B,Nome não encontrado
Vitamina C,mg,"5,27","1,32",BRC0107B,Nome não encontrado
Equivalente de folato,mcg,,,BRC0107B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0107B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0107B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0107B,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0107B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0107B,Nome não encontrado
