componente,unidade,Valor por 100g,Colher sopa rasa (25 g),codigo_alimento,nome_alimento
Energia,kJ,1366,341,BRC0794B,Nome não encontrado
Energia,kcal,326,81,BRC0794B,Nome não encontrado
Umidade,g,"31,5","7,89",BRC0794B,Nome não encontrado
Carboidrato total,g,"49,8","12,5",BRC0794B,Nome não encontrado
Carboidrato disponível,g,"45,4","11,4",BRC0794B,Nome não encontrado
Proteína,g,"4,24","1,06",BRC0794B,Nome não encontrado
Lipídios,g,"13,2","3,29",BRC0794B,Nome não encontrado
Fibra alimentar,g,"4,40","1,10",BRC0794B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0794B,Nome não encontrado
Cinzas,g,"1,24","0,31",BRC0794B,Nome não encontrado
Colesterol,mg,"8,95","2,24",BRC0794B,Nome não encontrado
Ácidos graxos saturados,g,"3,09","0,77",BRC0794B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,18","1,05",BRC0794B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,34","1,33",BRC0794B,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,02",BRC0794B,Nome não encontrado
Cálcio,mg,101,"25,4",BRC0794B,Nome não encontrado
Ferro,mg,"0,90","0,22",BRC0794B,Nome não encontrado
Sódio,mg,148,"37,2",BRC0794B,Nome não encontrado
Magnésio,mg,"33,8","8,44",BRC0794B,Nome não encontrado
Fósforo,mg,"44,8","11,2",BRC0794B,Nome não encontrado
Potássio,mg,357,"89,3",BRC0794B,Nome não encontrado
Manganês,mg,"0,28","0,07",BRC0794B,Nome não encontrado
Zinco,mg,"0,35","0,09",BRC0794B,Nome não encontrado
Cobre,mg,"0,05","0,01",BRC0794B,Nome não encontrado
Selênio,mcg,"0,95","0,24",BRC0794B,Nome não encontrado
Vitamina A (RE),mcg,116,"29,2",BRC0794B,Nome não encontrado
Vitamina A (RAE),mcg,"58,4","14,6",BRC0794B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0794B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,69","0,17",BRC0794B,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC0794B,Nome não encontrado
Riboflavina,mg,"0,05","0,01",BRC0794B,Nome não encontrado
Niacina,mg,"0,85","0,21",BRC0794B,Nome não encontrado
Vitamina B6,mg,"0,46","0,11",BRC0794B,Nome não encontrado
Vitamina B12,mcg,"0,17","0,04",BRC0794B,Nome não encontrado
Vitamina C,mg,"9,50","2,37",BRC0794B,Nome não encontrado
Equivalente de folato,mcg,"27,3","6,83",BRC0794B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC0794B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0794B,Nome não encontrado
Gordura de adição,g,-,-,BRC0794B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0794B,Nome não encontrado
Proteína animal,g,-,-,BRC0794B,Nome não encontrado
