componente,unidade,Valor por 100g,Colher sopa rasa (14 g),codigo_alimento,nome_alimento
Energia,kJ,1675,234,BRC0023R,Nome não encontrado
Energia,kcal,394,55,BRC0023R,Nome não encontrado
Umidade,g,"1,50","0,21",BRC0023R,Nome não encontrado
Carboidrato total,g,"91,8","12,9",BRC0023R,Nome não encontrado
Carboidrato disponível,g,"91,8","12,9",BRC0023R,Nome não encontrado
Proteína,g,"6,10","0,85",BRC0023R,Nome não encontrado
Lipídios,g,"0,30","0,04",BRC0023R,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0023R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0023R,Nome não encontrado
Cinzas,g,"0,30","0,04",BRC0023R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0023R,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0023R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0023R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0023R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0023R,Nome não encontrado
Cálcio,mg,"26,7","3,74",BRC0023R,Nome não encontrado
Ferro,mg,"0,33","0,05",BRC0023R,Nome não encontrado
Sódio,mg,233,"32,7",BRC0023R,Nome não encontrado
Magnésio,mg,"2,30","0,32",BRC0023R,Nome não encontrado
Fósforo,mg,"1,98","0,28",BRC0023R,Nome não encontrado
Potássio,mg,"7,21","1,01",BRC0023R,Nome não encontrado
Manganês,mg,"0,03","0,00",BRC0023R,Nome não encontrado
Zinco,mg,traços,traços,BRC0023R,Nome não encontrado
Cobre,mg,traços,traços,BRC0023R,Nome não encontrado
Selênio,mcg,,,BRC0023R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0023R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0023R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0023R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0023R,Nome não encontrado
Tiamina,mg,traços,traços,BRC0023R,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0023R,Nome não encontrado
Niacina,mg,traços,traços,BRC0023R,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0023R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0023R,Nome não encontrado
Vitamina C,mg,"39,8","5,57",BRC0023R,Nome não encontrado
Equivalente de folato,mcg,"2,99","0,42",BRC0023R,Nome não encontrado
Sal de adição,g,,,BRC0023R,Nome não encontrado
Açúcar de adição,g,,,BRC0023R,Nome não encontrado
Gordura de adição,g,,,BRC0023R,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0023R,Nome não encontrado
Proteína animal,g,"6,10","0,85",BRC0023R,Nome não encontrado
