componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Concha cheia (130 g),codigo_alimento,nome_alimento
Energia,kJ,159,31,206,BRC0734B,Nome não encontrado
Energia,kcal,38,7,49,BRC0734B,Nome não encontrado
Umidade,g,"90,7","18,1",117,BRC0734B,Nome não encontrado
Carboidrato total,g,"6,23","1,25","8,09",BRC0734B,Nome não encontrado
Carboidrato disponível,g,"5,00","1,00","6,50",BRC0734B,Nome não encontrado
Proteína,g,"1,64","0,33","2,13",BRC0734B,Nome não encontrado
Lipídios,g,"0,98","0,20","1,28",BRC0734B,Nome não encontrado
Fibra alimentar,g,"1,22","0,24","1,59",BRC0734B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0734B,Nome não encontrado
Cinzas,g,"0,43","0,09","0,56",BRC0734B,Nome não encontrado
Colesterol,mg,"1,05","0,21","1,36",BRC0734B,Nome não encontrado
Ácidos graxos saturados,g,"0,20","0,04","0,26",BRC0734B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,22","0,04","0,29",BRC0734B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,50","0,10","0,64",BRC0734B,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,00","0,02",BRC0734B,Nome não encontrado
Cálcio,mg,"15,1","3,01","19,6",BRC0734B,Nome não encontrado
Ferro,mg,"0,19","0,04","0,25",BRC0734B,Nome não encontrado
Sódio,mg,"2,49","0,50","3,23",BRC0734B,Nome não encontrado
Magnésio,mg,"9,09","1,82","11,8",BRC0734B,Nome não encontrado
Fósforo,mg,"27,3","5,46","35,5",BRC0734B,Nome não encontrado
Potássio,mg,129,"25,9",168,BRC0734B,Nome não encontrado
Manganês,mg,"0,07","0,01","0,09",BRC0734B,Nome não encontrado
Zinco,mg,"0,28","0,06","0,37",BRC0734B,Nome não encontrado
Cobre,mg,"0,06","0,01","0,07",BRC0734B,Nome não encontrado
Selênio,mcg,"0,29","0,06","0,37",BRC0734B,Nome não encontrado
Vitamina A (RE),mcg,148,"29,6",192,BRC0734B,Nome não encontrado
Vitamina A (RAE),mcg,"74,5","14,9","96,9",BRC0734B,Nome não encontrado
Vitamina D,mcg,"0,01","0,00","0,01",BRC0734B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,80","0,16","1,04",BRC0734B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0734B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0734B,Nome não encontrado
Niacina,mg,"0,25","0,05","0,33",BRC0734B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01","0,05",BRC0734B,Nome não encontrado
Vitamina B12,mcg,"0,03","0,01","0,03",BRC0734B,Nome não encontrado
Vitamina C,mg,"5,83","1,17","7,58",BRC0734B,Nome não encontrado
Equivalente de folato,mcg,"15,2","3,03","19,7",BRC0734B,Nome não encontrado
Sal de adição,g,"0,47","0,09","0,61",BRC0734B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0734B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0734B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0734B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0734B,Nome não encontrado
