componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,610,610,BRC0064J,Nome não encontrado
Energia,kcal,146,146,BRC0064J,Nome não encontrado
Umidade,g,"74,1","74,1",BRC0064J,Nome não encontrado
Carboidrato total,g,"2,38","2,38",BRC0064J,Nome não encontrado
Carboidrato disponível,g,"2,35","2,35",BRC0064J,Nome não encontrado
Proteína,g,"12,2","12,2",BRC0064J,Nome não encontrado
Lipídios,g,"9,78","9,78",BRC0064J,Nome não encontrado
Fibra alimentar,g,"0,03","0,03",BRC0064J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0064J,Nome não encontrado
Cinzas,g,"1,45","1,45",BRC0064J,Nome não encontrado
Colesterol,mg,390,390,BRC0064J,Nome não encontrado
Ácidos graxos saturados,g,"2,85","2,85",BRC0064J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,95","3,95",BRC0064J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,32","1,32",BRC0064J,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,02",BRC0064J,Nome não encontrado
Cálcio,mg,"46,0","46,0",BRC0064J,Nome não encontrado
Ferro,mg,"1,97","1,97",BRC0064J,Nome não encontrado
Sódio,mg,361,361,BRC0064J,Nome não encontrado
Magnésio,mg,"11,7","11,7",BRC0064J,Nome não encontrado
Fósforo,mg,170,170,BRC0064J,Nome não encontrado
Potássio,mg,159,159,BRC0064J,Nome não encontrado
Manganês,mg,"0,02","0,02",BRC0064J,Nome não encontrado
Zinco,mg,"1,45","1,45",BRC0064J,Nome não encontrado
Cobre,mg,"0,07","0,07",BRC0064J,Nome não encontrado
Selênio,mcg,"16,2","16,2",BRC0064J,Nome não encontrado
Vitamina A (RE),mcg,183,183,BRC0064J,Nome não encontrado
Vitamina A (RAE),mcg,176,176,BRC0064J,Nome não encontrado
Vitamina D,mcg,"2,05","2,05",BRC0064J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,09","1,09",BRC0064J,Nome não encontrado
Tiamina,mg,traços,traços,BRC0064J,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0064J,Nome não encontrado
Niacina,mg,"0,74","0,74",BRC0064J,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0064J,Nome não encontrado
Vitamina B12,mcg,"0,89","0,89",BRC0064J,Nome não encontrado
Vitamina C,mg,"0,27","0,27",BRC0064J,Nome não encontrado
Equivalente de folato,mcg,"35,7","35,7",BRC0064J,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0064J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0064J,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0064J,Nome não encontrado
Proteína vegetal,g,"0,04","0,04",BRC0064J,Nome não encontrado
Proteína animal,g,"12,2","12,2",BRC0064J,Nome não encontrado
